class,NOAA_ar_num,event_date,start_time,end_time,peak_time
B5.5,11242,2011-06-29,2011-06-29 09:47:00,2011-06-29 09:59:00,2011-06-29 09:53:00
B3.3,11243,2011-07-01,2011-07-01 03:31:00,2011-07-01 03:41:00,2011-07-01 03:36:00
B4.1,11244,2011-07-01,2011-07-01 12:34:00,2011-07-01 12:58:00,2011-07-01 12:40:00
B1.7,11242,2011-07-02,2011-07-02 11:17:00,2011-07-02 11:25:00,2011-07-02 11:21:00
B2.7,11243,2011-07-04,2011-07-04 23:12:00,2011-07-04 23:17:00,2011-07-04 23:15:00
B2.9,11242,2011-07-05,2011-07-05 00:18:00,2011-07-05 00:26:00,2011-07-05 00:23:00
B2.2,11243,2011-07-07,2011-07-07 01:28:00,2011-07-07 01:46:00,2011-07-07 01:39:00
B3.1,11244,2011-07-07,2011-07-07 01:54:00,2011-07-07 02:02:00,2011-07-07 01:59:00
B6.3,11245,2011-07-07,2011-07-07 11:05:00,2011-07-07 11:17:00,2011-07-07 11:12:00
B6.1,11247,2011-07-08,2011-07-08 18:12:00,2011-07-08 18:28:00,2011-07-08 18:20:00
B3.6,11245,2011-07-11,2011-07-11 01:12:00,2011-07-11 01:20:00,2011-07-11 01:17:00
B7.9,11247,2011-07-12,2011-07-12 15:25:00,2011-07-12 15:43:00,2011-07-12 15:33:00
B5.7,11254,2011-07-13,2011-07-13 23:21:00,2011-07-13 23:29:00,2011-07-13 23:25:00
B3.6,11249,2011-07-16,2011-07-16 07:47:00,2011-07-16 07:55:00,2011-07-16 07:51:00
B6.2,11254,2011-07-16,2011-07-16 16:59:00,2011-07-16 17:11:00,2011-07-16 17:05:00
B4.9,11257,2011-07-17,2011-07-17 07:52:00,2011-07-17 08:28:00,2011-07-17 08:22:00
B4.5,11255,2011-07-18,2011-07-18 23:31:00,2011-07-18 23:58:00,2011-07-18 23:40:00
B5.8,11254,2011-07-19,2011-07-19 10:54:00,2011-07-19 11:09:00,2011-07-19 11:01:00
B5.1,11259,2011-07-20,2011-07-20 17:51:00,2011-07-20 18:01:00,2011-07-20 17:56:00
B3.1,11254,2011-07-22,2011-07-22 03:38:00,2011-07-22 03:46:00,2011-07-22 03:43:00
B4.1,11260,2011-07-23,2011-07-23 13:03:00,2011-07-23 13:17:00,2011-07-23 13:09:00
B9.4,11261,2011-07-26,2011-07-26 11:12:00,2011-07-26 11:39:00,2011-07-26 11:22:00
B7.5,11263,2011-07-31,2011-07-31 02:12:00,2011-07-31 02:14:00,2011-07-31 02:13:00
B9.8,11267,2011-08-06,2011-08-06 16:26:00,2011-08-06 16:43:00,2011-08-06 16:36:00
B6.8,11266,2011-08-11,2011-08-11 22:54:00,2011-08-11 23:24:00,2011-08-11 23:09:00
B1.9,11263,2011-08-12,2011-08-12 20:55:00,2011-08-12 21:08:00,2011-08-12 21:00:00
B1.6,11269,2011-08-13,2011-08-13 14:25:00,2011-08-13 14:35:00,2011-08-13 14:31:00
B8.6,11271,2011-08-15,2011-08-15 13:53:00,2011-08-15 14:19:00,2011-08-15 14:12:00
B6.4,11272,2011-08-16,2011-08-16 11:04:00,2011-08-16 11:14:00,2011-08-16 11:10:00
B5.5,11272,2011-08-20,2011-08-20 04:29:00,2011-08-20 04:35:00,2011-08-20 04:32:00
B3.9,11271,2011-08-20,2011-08-20 07:52:00,2011-08-20 08:05:00,2011-08-20 07:58:00
B3.5,11274,2011-08-21,2011-08-21 20:17:00,2011-08-21 20:27:00,2011-08-21 20:20:00
B5.7,11271,2011-08-23,2011-08-23 01:01:00,2011-08-23 01:34:00,2011-08-23 01:25:00
B9.5,11277,2011-08-25,2011-08-25 06:54:00,2011-08-25 07:13:00,2011-08-25 07:02:00
B5.3,11272,2011-08-25,2011-08-25 08:29:00,2011-08-25 08:34:00,2011-08-25 08:32:00
B9.6,11279,2011-08-25,2011-08-25 16:45:00,2011-08-25 17:01:00,2011-08-25 16:52:00
B7.9,11271,2011-08-26,2011-08-26 04:32:00,2011-08-26 04:44:00,2011-08-26 04:40:00
B8.7,11275,2011-08-27,2011-08-27 04:42:00,2011-08-27 04:52:00,2011-08-27 04:46:00
B5.4,11281,2011-08-28,2011-08-28 13:56:00,2011-08-28 14:04:00,2011-08-28 14:00:00
B8.2,11274,2011-08-29,2011-08-29 23:03:00,2011-08-29 23:19:00,2011-08-29 23:07:00
B8.8,11283,2011-08-31,2011-08-31 13:42:00,2011-08-31 13:51:00,2011-08-31 13:47:00
B6.3,11281,2011-09-02,2011-09-02 00:04:00,2011-09-02 00:15:00,2011-09-02 00:09:00
B8.7,11289,2011-09-09,2011-09-09 20:04:00,2011-09-09 20:10:00,2011-09-09 20:08:00
B8.1,11291,2011-09-10,2011-09-10 17:16:00,2011-09-10 17:21:00,2011-09-10 17:19:00
B9.6,11296,2011-09-14,2011-09-14 15:00:00,2011-09-14 15:07:00,2011-09-14 15:04:00
B8.7,11305,2011-10-06,2011-10-06 23:31:00,2011-10-06 23:39:00,2011-10-06 23:37:00
B9.8,11313,2011-10-08,2011-10-08 07:43:00,2011-10-08 08:36:00,2011-10-08 08:19:00
B7.5,11314,2011-10-09,2011-10-09 06:45:00,2011-10-09 06:58:00,2011-10-09 06:51:00
B6.2,11315,2011-10-10,2011-10-10 22:20:00,2011-10-10 22:26:00,2011-10-10 22:23:00
B6.1,11316,2011-10-11,2011-10-11 19:21:00,2011-10-11 19:39:00,2011-10-11 19:25:00
B7.5,11319,2011-10-12,2011-10-12 18:25:00,2011-10-12 18:37:00,2011-10-12 18:30:00
B8.6,11314,2011-10-13,2011-10-13 14:49:00,2011-10-13 14:55:00,2011-10-13 14:53:00
B7.1,11312,2011-10-14,2011-10-14 08:23:00,2011-10-14 08:32:00,2011-10-14 08:30:00
B9.5,11321,2011-10-25,2011-10-25 03:36:00,2011-10-25 03:50:00,2011-10-25 03:41:00
B6.9,11330,2011-10-27,2011-10-27 00:53:00,2011-10-27 01:10:00,2011-10-27 01:02:00
B9.3,11324,2011-10-28,2011-10-28 08:12:00,2011-10-28 08:18:00,2011-10-28 08:16:00
B8.0,11356,2011-11-21,2011-11-21 15:56:00,2011-11-21 16:07:00,2011-11-21 16:00:00
B7.3,11357,2011-11-22,2011-11-22 01:42:00,2011-11-22 01:47:00,2011-11-22 01:45:00
B5.3,11358,2011-11-24,2011-11-24 18:53:00,2011-11-24 19:00:00,2011-11-24 18:56:00
B9.6,11361,2011-11-27,2011-11-27 17:31:00,2011-11-27 17:37:00,2011-11-27 17:35:00
B8.7,11362,2011-11-28,2011-11-28 01:13:00,2011-11-28 01:29:00,2011-11-28 01:17:00
B8.0,11363,2011-11-29,2011-11-29 21:57:00,2011-11-29 22:03:00,2011-11-29 22:00:00
B9.6,11361,2011-12-05,2011-12-05 18:06:00,2011-12-05 18:12:00,2011-12-05 18:09:00
B8.6,11374,2011-12-11,2011-12-11 03:20:00,2011-12-11 03:27:00,2011-12-11 03:23:00
B9.7,11366,2011-12-11,2011-12-11 11:29:00,2011-12-11 11:46:00,2011-12-11 11:37:00
B5.0,11377,2011-12-16,2011-12-16 08:14:00,2011-12-16 08:27:00,2011-12-16 08:20:00
B7.5,11381,2011-12-18,2011-12-18 01:21:00,2011-12-18 01:32:00,2011-12-18 01:26:00
B7.0,11376,2011-12-18,2011-12-18 07:43:00,2011-12-18 07:52:00,2011-12-18 07:47:00
B6.7,11389,2012-01-03,2012-01-03 03:31:00,2012-01-03 03:38:00,2012-01-03 03:34:00
B8.0,11391,2012-01-03,2012-01-03 04:14:00,2012-01-03 04:27:00,2012-01-03 04:19:00
B6.4,11390,2012-01-04,2012-01-04 02:19:00,2012-01-04 02:26:00,2012-01-04 02:22:00
B9.9,11390,2012-01-07,2012-01-07 10:39:00,2012-01-07 10:47:00,2012-01-07 10:42:00
B9.2,11393,2012-01-08,2012-01-08 19:14:00,2012-01-08 19:26:00,2012-01-08 19:18:00
B7.1,11391,2012-01-10,2012-01-10 04:14:00,2012-01-10 04:24:00,2012-01-10 04:18:00
B7.6,11393,2012-01-11,2012-01-11 13:06:00,2012-01-11 13:29:00,2012-01-11 13:11:00
B8.5,11403,2012-01-18,2012-01-18 01:17:00,2012-01-18 01:26:00,2012-01-18 01:21:00
B9.6,11399,2012-01-18,2012-01-18 12:10:00,2012-01-18 12:33:00,2012-01-18 12:30:00
B5.1,11410,2012-01-30,2012-01-30 03:15:00,2012-01-30 03:30:00,2012-01-30 03:23:00
B6.7,11408,2012-01-31,2012-01-31 06:16:00,2012-01-31 06:41:00,2012-01-31 06:24:00
B8.9,11413,2012-02-02,2012-02-02 18:06:00,2012-02-02 18:21:00,2012-02-02 18:15:00
B7.4,11410,2012-02-03,2012-02-03 04:39:00,2012-02-03 04:52:00,2012-02-03 04:47:00
B9.3,11416,2012-02-09,2012-02-09 04:59:00,2012-02-09 05:14:00,2012-02-09 05:09:00
B9.7,11419,2012-02-12,2012-02-12 07:32:00,2012-02-12 07:46:00,2012-02-12 07:38:00
B5.5,11418,2012-02-12,2012-02-12 16:18:00,2012-02-12 16:24:00,2012-02-12 16:22:00
B2.8,11416,2012-02-14,2012-02-14 10:17:00,2012-02-14 10:27:00,2012-02-14 10:23:00
B3.5,11417,2012-02-14,2012-02-14 18:53:00,2012-02-14 19:00:00,2012-02-14 18:57:00
B3.1,11422,2012-02-19,2012-02-19 18:18:00,2012-02-19 18:28:00,2012-02-19 18:21:00
B5.9,11424,2012-02-25,2012-02-25 14:20:00,2012-02-25 15:15:00,2012-02-25 15:00:00
B4.2,11422,2012-02-26,2012-02-26 02:11:00,2012-02-26 02:18:00,2012-02-26 02:15:00
B2.4,11423,2012-02-29,2012-02-29 14:25:00,2012-02-29 14:34:00,2012-02-29 14:28:00
B8.6,11427,2012-02-29,2012-02-29 21:15:00,2012-02-29 21:28:00,2012-02-29 21:22:00
B9.6,11433,2012-03-11,2012-03-11 10:58:00,2012-03-11 11:13:00,2012-03-11 11:03:00
B9.2,11433,2012-03-16,2012-03-16 03:03:00,2012-03-16 03:17:00,2012-03-16 03:09:00
B8.6,11432,2012-03-18,2012-03-18 08:07:00,2012-03-18 08:32:00,2012-03-18 08:18:00
B4.3,11438,2012-03-20,2012-03-20 14:50:00,2012-03-20 14:57:00,2012-03-20 14:54:00
B5.1,11432,2012-03-21,2012-03-21 03:20:00,2012-03-21 03:32:00,2012-03-21 03:25:00
B3.7,11434,2012-03-21,2012-03-21 06:25:00,2012-03-21 06:31:00,2012-03-21 06:28:00
B9.0,11444,2012-03-25,2012-03-25 11:19:00,2012-03-25 12:21:00,2012-03-25 11:57:00
B5.8,11438,2012-03-25,2012-03-25 14:37:00,2012-03-25 15:25:00,2012-03-25 14:58:00
B4.0,11446,2012-03-26,2012-03-26 11:17:00,2012-03-26 11:41:00,2012-03-26 11:37:00
B4.3,11442,2012-03-26,2012-03-26 15:30:00,2012-03-26 15:38:00,2012-03-26 15:35:00
B7.9,11438,2012-03-28,2012-03-28 00:18:00,2012-03-28 00:28:00,2012-03-28 00:25:00
B4.7,11447,2012-03-28,2012-03-28 11:31:00,2012-03-28 11:36:00,2012-03-28 11:34:00
B6.2,11444,2012-03-29,2012-03-29 23:19:00,2012-03-29 23:26:00,2012-03-29 23:23:00
B7.9,11451,2012-04-02,2012-04-02 02:28:00,2012-04-02 02:41:00,2012-04-02 02:34:00
B4.9,11450,2012-04-02,2012-04-02 21:53:00,2012-04-02 22:53:00,2012-04-02 22:20:00
B6.9,11450,2012-04-05,2012-04-05 10:11:00,2012-04-05 10:49:00,2012-04-05 10:30:00
B3.0,11452,2012-04-07,2012-04-07 00:21:00,2012-04-07 00:35:00,2012-04-07 00:26:00
B6.8,11451,2012-04-07,2012-04-07 19:08:00,2012-04-07 20:16:00,2012-04-07 19:55:00
B7.1,11450,2012-04-08,2012-04-08 11:26:00,2012-04-08 11:32:00,2012-04-08 11:29:00
B2.7,11455,2012-04-11,2012-04-11 10:23:00,2012-04-11 10:39:00,2012-04-11 10:30:00
B9.8,11455,2012-04-14,2012-04-14 00:35:00,2012-04-14 01:02:00,2012-04-14 00:47:00
B7.6,11459,2012-04-14,2012-04-14 22:10:00,2012-04-14 23:06:00,2012-04-14 22:18:00
B7.6,11455,2012-04-17,2012-04-17 11:15:00,2012-04-17 11:50:00,2012-04-17 11:29:00
B7.0,11459,2012-04-17,2012-04-17 20:25:00,2012-04-17 20:32:00,2012-04-17 20:30:00
B7.7,11463,2012-04-18,2012-04-18 07:52:00,2012-04-18 08:36:00,2012-04-18 08:01:00
B8.9,11462,2012-04-18,2012-04-18 09:38:00,2012-04-18 09:51:00,2012-04-18 09:43:00
B9.2,11465,2012-04-21,2012-04-21 12:11:00,2012-04-21 12:22:00,2012-04-21 12:15:00
B9.9,11461,2012-04-22,2012-04-22 09:11:00,2012-04-22 09:22:00,2012-04-22 09:15:00
B8.9,11459,2012-04-23,2012-04-23 15:37:00,2012-04-23 15:45:00,2012-04-23 15:41:00
B9.1,11460,2012-04-25,2012-04-25 06:48:00,2012-04-25 06:56:00,2012-04-25 06:53:00
B9.4,11465,2012-04-29,2012-04-29 05:49:00,2012-04-29 05:54:00,2012-04-29 05:52:00
B8.9,11471,2012-04-30,2012-04-30 06:02:00,2012-04-30 06:10:00,2012-04-30 06:06:00
B7.5,11469,2012-05-02,2012-05-02 14:35:00,2012-05-02 14:46:00,2012-05-02 14:41:00
B8.7,11475,2012-05-03,2012-05-03 00:28:00,2012-05-03 01:18:00,2012-05-03 01:00:00
B7.6,11471,2012-05-03,2012-05-03 05:21:00,2012-05-03 05:37:00,2012-05-03 05:26:00
B7.3,11474,2012-05-08,2012-05-08 08:00:00,2012-05-08 08:07:00,2012-05-08 08:04:00
B9.9,11476,2012-05-13,2012-05-13 22:26:00,2012-05-13 22:43:00,2012-05-13 22:32:00
B8.1,11484,2012-05-14,2012-05-14 20:20:00,2012-05-14 20:28:00,2012-05-14 20:23:00
B9.0,11482,2012-05-15,2012-05-15 19:41:00,2012-05-15 19:47:00,2012-05-15 19:45:00
B7.7,11482,2012-05-18,2012-05-18 04:45:00,2012-05-18 04:55:00,2012-05-18 04:51:00
B4.8,11485,2012-05-22,2012-05-22 04:00:00,2012-05-22 04:10:00,2012-05-22 04:04:00
B5.9,11484,2012-05-22,2012-05-22 07:31:00,2012-05-22 07:38:00,2012-05-22 07:35:00
B9.7,11488,2012-05-23,2012-05-23 01:40:00,2012-05-23 01:49:00,2012-05-23 01:45:00
B8.2,11492,2012-05-26,2012-05-26 04:38:00,2012-05-26 04:44:00,2012-05-26 04:42:00
B5.7,11491,2012-05-26,2012-05-26 18:26:00,2012-05-26 18:32:00,2012-05-26 18:29:00
B5.5,11490,2012-05-26,2012-05-26 21:26:00,2012-05-26 21:32:00,2012-05-26 21:29:00
B3.5,11492,2012-05-29,2012-05-29 04:51:00,2012-05-29 05:00:00,2012-05-29 04:55:00
B9.3,11488,2012-05-30,2012-05-30 01:43:00,2012-05-30 02:54:00,2012-05-30 02:26:00
B8.3,11499,2012-06-05,2012-06-05 17:56:00,2012-06-05 18:02:00,2012-06-05 17:59:00
B9.8,11507,2012-06-11,2012-06-11 12:32:00,2012-06-11 13:06:00,2012-06-11 12:37:00
B8.5,11506,2012-06-12,2012-06-12 05:12:00,2012-06-12 05:24:00,2012-06-12 05:16:00
B8.0,11499,2012-06-12,2012-06-12 13:17:00,2012-06-12 13:30:00,2012-06-12 13:22:00
B6.5,11508,2012-06-18,2012-06-18 21:32:00,2012-06-18 21:39:00,2012-06-18 21:36:00
B6.7,11504,2012-06-20,2012-06-20 06:34:00,2012-06-20 06:45:00,2012-06-20 06:40:00
B3.2,11512,2012-06-25,2012-06-25 11:45:00,2012-06-25 11:58:00,2012-06-25 11:50:00
B6.2,11514,2012-06-28,2012-06-28 03:18:00,2012-06-28 03:33:00,2012-06-28 03:23:00
B8.8,11512,2012-06-28,2012-06-28 09:09:00,2012-06-28 09:27:00,2012-06-28 09:23:00
B5.0,11525,2012-07-20,2012-07-20 21:31:00,2012-07-20 21:45:00,2012-07-20 21:37:00
B4.4,11530,2012-07-24,2012-07-24 08:54:00,2012-07-24 09:32:00,2012-07-24 09:13:00
B5.9,11528,2012-07-25,2012-07-25 05:58:00,2012-07-25 06:07:00,2012-07-25 06:02:00
B8.7,11538,2012-08-03,2012-08-03 04:52:00,2012-08-03 05:04:00,2012-08-03 04:56:00
B8.2,11542,2012-08-10,2012-08-10 06:35:00,2012-08-10 06:54:00,2012-08-10 06:40:00
B8.8,11543,2012-08-10,2012-08-10 15:44:00,2012-08-10 15:50:00,2012-08-10 15:47:00
B8.5,11543,2012-08-15,2012-08-15 03:37:00,2012-08-15 03:54:00,2012-08-15 03:46:00
B6.8,11542,2012-08-15,2012-08-15 14:48:00,2012-08-15 15:12:00,2012-08-15 14:54:00
B8.8,11543,2012-08-19,2012-08-19 22:43:00,2012-08-19 23:38:00,2012-08-19 23:15:00
B3.4,11558,2012-08-22,2012-08-22 00:22:00,2012-08-22 01:12:00,2012-08-22 00:56:00
B3.3,11552,2012-08-22,2012-08-22 01:32:00,2012-08-22 01:56:00,2012-08-22 01:45:00
B6.9,11548,2012-08-22,2012-08-22 16:50:00,2012-08-22 17:08:00,2012-08-22 16:58:00
B5.1,11554,2012-08-26,2012-08-26 01:00:00,2012-08-26 01:10:00,2012-08-26 01:06:00
B5.5,11558,2012-08-27,2012-08-27 00:05:00,2012-08-27 00:21:00,2012-08-27 00:18:00
B7.5,11556,2012-08-27,2012-08-27 09:54:00,2012-08-27 10:38:00,2012-08-27 10:18:00
B3.7,11555,2012-08-27,2012-08-27 19:11:00,2012-08-27 19:17:00,2012-08-27 19:15:00
B8.2,11554,2012-08-29,2012-08-29 09:19:00,2012-08-29 09:52:00,2012-08-29 09:44:00
B9.6,11560,2012-09-03,2012-09-03 18:25:00,2012-09-03 18:37:00,2012-09-03 18:29:00
B9.3,11569,2012-09-10,2012-09-10 19:56:00,2012-09-10 20:05:00,2012-09-10 20:01:00
B9.1,11564,2012-09-12,2012-09-12 17:27:00,2012-09-12 19:04:00,2012-09-12 18:03:00
B6.5,11569,2012-09-13,2012-09-13 01:19:00,2012-09-13 01:26:00,2012-09-13 01:23:00
B3.0,11566,2012-09-14,2012-09-14 23:24:00,2012-09-14 23:51:00,2012-09-14 23:41:00
B8.8,11573,2012-09-15,2012-09-15 21:42:00,2012-09-15 21:50:00,2012-09-15 21:47:00
B5.6,11567,2012-09-17,2012-09-17 06:14:00,2012-09-17 08:13:00,2012-09-17 06:49:00
B9.4,11575,2012-09-17,2012-09-17 22:06:00,2012-09-17 22:22:00,2012-09-17 22:12:00
B7.7,11574,2012-09-20,2012-09-20 09:18:00,2012-09-20 09:26:00,2012-09-20 09:22:00
B8.7,11573,2012-09-21,2012-09-21 11:56:00,2012-09-21 12:48:00,2012-09-21 12:21:00
B9.6,11575,2012-09-24,2012-09-24 09:44:00,2012-09-24 09:54:00,2012-09-24 09:49:00
B9.3,11573,2012-09-25,2012-09-25 22:05:00,2012-09-25 22:11:00,2012-09-25 22:08:00
B8.5,11576,2012-09-28,2012-09-28 21:15:00,2012-09-28 21:20:00,2012-09-28 21:18:00
B3.4,11585,2012-10-03,2012-10-03 13:35:00,2012-10-03 13:41:00,2012-10-03 13:38:00
B7.8,11584,2012-10-05,2012-10-05 03:17:00,2012-10-05 10:46:00,2012-10-05 07:30:00
B3.0,11579,2012-10-06,2012-10-06 00:37:00,2012-10-06 00:45:00,2012-10-06 00:41:00
B4.0,11585,2012-10-06,2012-10-06 05:23:00,2012-10-06 05:35:00,2012-10-06 05:30:00
B9.3,11585,2012-10-10,2012-10-10 19:07:00,2012-10-10 19:13:00,2012-10-10 19:10:00
B9.9,11589,2012-10-12,2012-10-12 09:00:00,2012-10-12 09:07:00,2012-10-12 09:04:00
B7.5,11590,2012-10-12,2012-10-12 18:47:00,2012-10-12 18:57:00,2012-10-12 18:51:00
B9.6,11591,2012-10-14,2012-10-14 12:30:00,2012-10-14 12:36:00,2012-10-14 12:32:00
B8.1,11589,2012-10-15,2012-10-15 02:18:00,2012-10-15 02:26:00,2012-10-15 02:22:00
B7.3,11596,2012-10-18,2012-10-18 19:59:00,2012-10-18 20:22:00,2012-10-18 20:12:00
B8.6,11597,2012-10-19,2012-10-19 04:37:00,2012-10-19 04:51:00,2012-10-19 04:41:00
B7.9,11594,2012-10-25,2012-10-25 09:32:00,2012-10-25 09:37:00,2012-10-25 09:35:00
B9.0,11596,2012-10-25,2012-10-25 14:32:00,2012-10-25 15:11:00,2012-10-25 14:51:00
B9.7,11598,2012-10-27,2012-10-27 11:38:00,2012-10-27 12:56:00,2012-10-27 12:35:00
B6.9,11596,2012-10-29,2012-10-29 02:55:00,2012-10-29 03:05:00,2012-10-29 03:02:00
B8.4,11598,2012-10-30,2012-10-30 01:16:00,2012-10-30 01:50:00,2012-10-30 01:37:00
B6.9,11598,2012-11-02,2012-11-02 06:58:00,2012-11-02 07:07:00,2012-11-02 07:03:00
B3.2,11599,2012-11-03,2012-11-03 19:20:00,2012-11-03 19:34:00,2012-11-03 19:25:00
B2.6,11603,2012-11-04,2012-11-04 22:38:00,2012-11-04 22:43:00,2012-11-04 22:41:00
B3.0,11606,2012-11-06,2012-11-06 00:17:00,2012-11-06 00:28:00,2012-11-06 00:21:00
B6.2,11610,2012-11-08,2012-11-08 23:34:00,2012-11-08 23:40:00,2012-11-08 23:38:00
B9.5,11614,2012-11-14,2012-11-14 16:58:00,2012-11-14 17:10:00,2012-11-14 17:04:00
B9.0,11610,2012-11-14,2012-11-14 18:21:00,2012-11-14 18:45:00,2012-11-14 18:29:00
B8.3,11611,2012-11-15,2012-11-15 22:00:00,2012-11-15 22:47:00,2012-11-15 22:14:00
B9.1,11610,2012-11-17,2012-11-17 04:55:00,2012-11-17 05:44:00,2012-11-17 05:22:00
B7.6,11619,2012-11-18,2012-11-18 11:03:00,2012-11-18 11:12:00,2012-11-18 11:07:00
B4.5,11621,2012-11-24,2012-11-24 15:31:00,2012-11-24 15:45:00,2012-11-24 15:36:00
B9.4,11623,2012-11-27,2012-11-27 12:14:00,2012-11-27 12:27:00,2012-11-27 12:23:00
B7.3,11625,2012-11-29,2012-11-29 17:47:00,2012-11-29 17:54:00,2012-11-29 17:50:00
B7.6,11623,2012-11-30,2012-11-30 14:32:00,2012-11-30 14:42:00,2012-11-30 14:37:00
B6.2,11620,2012-12-01,2012-12-01 09:14:00,2012-12-01 09:20:00,2012-12-01 09:17:00
B3.3,11623,2012-12-03,2012-12-03 10:04:00,2012-12-03 10:42:00,2012-12-03 10:31:00
B2.6,11628,2012-12-04,2012-12-04 20:42:00,2012-12-04 20:51:00,2012-12-04 20:46:00
B8.6,11621,2012-12-05,2012-12-05 17:39:00,2012-12-05 18:05:00,2012-12-05 17:51:00
B2.6,11623,2012-12-06,2012-12-06 03:34:00,2012-12-06 03:41:00,2012-12-06 03:37:00
B2.8,11625,2012-12-08,2012-12-08 00:42:00,2012-12-08 00:51:00,2012-12-08 00:47:00
B9.5,11629,2012-12-08,2012-12-08 04:20:00,2012-12-08 04:27:00,2012-12-08 04:25:00
B1.9,11630,2012-12-09,2012-12-09 01:52:00,2012-12-09 02:00:00,2012-12-09 01:56:00
B5.7,11630,2012-12-12,2012-12-12 00:02:00,2012-12-12 00:18:00,2012-12-12 00:11:00
B4.7,11629,2012-12-12,2012-12-12 01:05:00,2012-12-12 01:12:00,2012-12-12 01:09:00
B7.3,11633,2012-12-14,2012-12-14 09:29:00,2012-12-14 09:36:00,2012-12-14 09:32:00
B7.8,11631,2012-12-15,2012-12-15 09:06:00,2012-12-15 09:15:00,2012-12-15 09:11:00
B5.5,11629,2012-12-15,2012-12-15 12:57:00,2012-12-15 13:08:00,2012-12-15 13:05:00
B7.7,11632,2012-12-15,2012-12-15 22:19:00,2012-12-15 22:26:00,2012-12-15 22:23:00
B7.4,11634,2012-12-17,2012-12-17 07:31:00,2012-12-17 07:43:00,2012-12-17 07:37:00
B5.8,11633,2012-12-19,2012-12-19 04:43:00,2012-12-19 04:53:00,2012-12-19 04:47:00
B4.4,11635,2012-12-19,2012-12-19 22:39:00,2012-12-19 22:44:00,2012-12-19 22:42:00
B4.4,11634,2012-12-20,2012-12-20 16:21:00,2012-12-20 16:40:00,2012-12-20 16:34:00
B6.8,11633,2012-12-22,2012-12-22 01:27:00,2012-12-22 01:32:00,2012-12-22 01:30:00
B5.2,11635,2012-12-22,2012-12-22 09:24:00,2012-12-22 09:35:00,2012-12-22 09:30:00
B4.6,11635,2012-12-25,2012-12-25 00:43:00,2012-12-25 00:49:00,2012-12-25 00:46:00
B6.6,11636,2012-12-25,2012-12-25 15:47:00,2012-12-25 16:02:00,2012-12-25 15:56:00
B4.4,11633,2012-12-27,2012-12-27 05:26:00,2012-12-27 05:32:00,2012-12-27 05:30:00
B3.5,11635,2012-12-28,2012-12-28 11:05:00,2012-12-28 11:18:00,2012-12-28 11:10:00
B6.3,11638,2012-12-29,2012-12-29 12:03:00,2012-12-29 12:14:00,2012-12-29 12:09:00
B3.7,11637,2012-12-30,2012-12-30 05:50:00,2012-12-30 06:02:00,2012-12-30 05:55:00
B5.5,11640,2012-12-31,2012-12-31 18:59:00,2012-12-31 19:06:00,2012-12-31 19:03:00
B5.6,11643,2013-01-02,2013-01-02 09:21:00,2013-01-02 09:34:00,2013-01-02 09:25:00
B5.7,11640,2013-01-03,2013-01-03 04:08:00,2013-01-03 04:29:00,2013-01-03 04:15:00
B7.9,11644,2013-01-03,2013-01-03 19:16:00,2013-01-03 19:38:00,2013-01-03 19:27:00
B9.1,11653,2013-01-06,2013-01-06 22:34:00,2013-01-06 22:50:00,2013-01-06 22:41:00
B8.7,11654,2013-01-14,2013-01-14 07:39:00,2013-01-14 07:47:00,2013-01-14 07:43:00
B8.0,11650,2013-01-14,2013-01-14 18:45:00,2013-01-14 18:53:00,2013-01-14 18:50:00
B7.8,11655,2013-01-15,2013-01-15 21:50:00,2013-01-15 22:08:00,2013-01-15 22:00:00
B9.2,11652,2013-01-18,2013-01-18 01:39:00,2013-01-18 01:50:00,2013-01-18 01:45:00
B4.6,11659,2013-01-18,2013-01-18 14:13:00,2013-01-18 14:25:00,2013-01-18 14:17:00
B6.2,11660,2013-01-18,2013-01-18 22:08:00,2013-01-18 22:24:00,2013-01-18 22:12:00
B6.8,11654,2013-01-19,2013-01-19 08:43:00,2013-01-19 09:08:00,2013-01-19 09:00:00
B4.7,11658,2013-01-21,2013-01-21 09:26:00,2013-01-21 09:32:00,2013-01-21 09:30:00
B7.7,11660,2013-01-22,2013-01-22 10:26:00,2013-01-22 10:42:00,2013-01-22 10:33:00
B6.5,11661,2013-01-23,2013-01-23 01:20:00,2013-01-23 01:33:00,2013-01-23 01:27:00
B3.4,11658,2013-01-25,2013-01-25 01:12:00,2013-01-25 01:32:00,2013-01-25 01:27:00
B2.3,11660,2013-01-25,2013-01-25 08:25:00,2013-01-25 08:33:00,2013-01-25 08:28:00
B5.5,11661,2013-01-26,2013-01-26 08:07:00,2013-01-26 08:34:00,2013-01-26 08:23:00
B9.3,11660,2013-01-28,2013-01-28 05:18:00,2013-01-28 05:43:00,2013-01-28 05:33:00
B1.7,11665,2013-01-30,2013-01-30 09:58:00,2013-01-30 10:07:00,2013-01-30 10:02:00
B3.0,11663,2013-01-31,2013-01-31 05:06:00,2013-01-31 05:16:00,2013-01-31 05:10:00
B4.4,11667,2013-02-02,2013-02-02 09:56:00,2013-02-02 10:03:00,2013-02-02 10:00:00
B3.4,11669,2013-02-04,2013-02-04 11:22:00,2013-02-04 11:37:00,2013-02-04 11:26:00
B6.6,11667,2013-02-07,2013-02-07 02:39:00,2013-02-07 03:06:00,2013-02-07 02:48:00
